Elapsed Time (s),Speed (kph)
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2.3
10,7.3
11,15.2
12,23.9
13,32.5
14,39.2
15,44.1
16,48.1
17,51.2
18,53.3
19,54.5
20,55.7
21,56.8
22,57.5
23,58
24,58.4
25,58.5
26,58.5
27,58.6
28,58.9
29,59.3
30,59.8
31,60.2
32,60.5
33,60.8
34,61.1
35,61.5
36,62
37,62.5
38,63
39,63.4
40,63.7
41,63.8
42,63.9
43,63.8
44,63.2
45,61.7
46,58.9
47,55.2
48,51
49,46.7
50,42.8
51,40.2
52,38.8
53,37.9
54,36.7
55,35.1
56,32.9
57,30.4
58,28
59,25.9
60,24.4
61,23.7
62,23.8
63,25
64,27.3
65,30.4
66,33.9
67,37.3
68,39.8
69,39.5
70,36.3
71,31.4
72,26.5
73,24.2
74,24.8
75,26.6
76,27.5
77,26.8
78,25.3
79,24
80,23.3
81,23.7
82,24.9
83,26.4
84,27.7
85,28.3
86,28.3
87,28.1
88,28.1
89,28.6
90,29.8
91,31.6
92,33.9
93,36.5
94,39.1
95,41.5
96,43.3
97,44.5
98,45.1
99,45.1
100,43.9
101,41.4
102,38.4
103,35.5
104,32.9
105,31.3
106,30.7
107,31
108,32.2
109,34
110,36
111,37.9
112,39.8
113,41.6
114,43.1
115,44.3
116,45
117,45.5
118,45.8
119,46
120,46.1
121,46.2
122,46.1
123,45.7
124,45
125,44.3
126,44.7
127,46.8
128,50.1
129,53.6
130,56.9
131,59.4
132,60.2
133,59.3
134,57.5
135,55.4
136,52.5
137,47.9
138,41.4
139,34.4
140,30
141,27
142,26.5
143,28.7
144,33.8
145,40.3
146,46.6
147,50.4
148,53.9
149,56.9
150,59.1
151,60.6
152,61.7
153,62.6
154,63.1
155,62.9
156,61.6
157,59.4
158,56.6
159,53.7
160,50.7
161,47.7
162,45
163,43
164,41.9
165,41.6
166,41.3
167,40.9
168,41.8
169,42.1
170,41.8
171,41.3
172,41.5
173,43.5
174,46.5
175,49.7
176,52.6
177,55
178,56.5
179,57.1
180,57.3
181,57
182,56.3
183,55.2
184,53.9
185,52.6
186,51.3
187,50.1
188,51.5
189,53.1
190,54.8
191,56.6
192,58.5
193,60.6
194,62.8
195,64.9
196,67
197,69.1
198,70.9
199,72.2
200,72.8
201,72.8
202,71.9
203,70.5
204,68.8
205,67.1
206,65.4
207,63.9
208,62.7
209,61.8
210,61
211,60.4
212,60
213,60.2
214,61.4
215,63.3
216,65.5
217,67.4
218,68.5
219,68.7
220,68.1
221,67.2
222,66.5
223,65.9
224,65.5
225,64.9
226,64.1
227,63
228,62.1
229,61.6
230,61.7
231,62.3
232,63.5
233,65.3
234,67.3
235,69.3
236,71.4
237,73.5
238,75.6
239,77.7
240,79.7
241,81.5
242,83
243,84.5
244,86
245,87.4
246,88.7
247,89.6
248,90.2
249,90.7
250,91.2
251,91.8
252,92.4
253,93
254,93.6
255,94.1
256,94.3
257,94.4
258,94.4
259,94.3
260,94.3
261,94.2
262,94.2
263,94.2
264,94.1
265,94
266,94
267,93.9
268,93.9
269,93.9
270,93.9
271,93.9
272,94
273,94
274,94.1
275,94.2
276,94.3
277,94.4
278,94.5
279,94.5
280,94.5
281,94.5
282,94.4
283,94.5
284,94.6
285,94.7
286,94.8
287,94.9
288,94.8
289,94.3
290,93.3
291,91.7
292,89.6
293,87
294,84.1
295,81.2
296,78.4
297,75.7
298,73.2
299,71.1
300,69.5
301,68.3
302,67.3
303,66.1
304,63.9
305,60.2
306,54.9
307,48.1
308,40.9
309,36
310,33.9
311,33.9
312,36.5
313,41
314,45.3
315,49.2
316,51.5
317,53.2
318,53.9
319,53.9
320,53.7
321,53.7
322,54.3
323,55.4
324,56.8
325,58.1
326,58.8
327,58.2
328,55.8
329,52.6
330,49.2
331,47.6
332,48.4
333,51.8
334,55.7
335,59.6
336,63
337,65.9
338,68.1
339,69.8
340,71.1
341,72.1
342,72.9
343,73.7
344,74.4
345,75.1
346,75.8
347,76.5
348,77.2
349,77.8
350,78.5
351,79.2
352,80
353,81
354,82
355,82.9
356,83.7
357,84.2
358,84.4
359,84.5
360,84.4
361,84.1
362,83.7
363,83.2
364,82.8
365,82.6
366,82.5
367,82.4
368,82.3
369,82.2
370,82.2
371,82.2
372,82.1
373,81.9
374,81.6
375,81.3
376,81.1
377,80.8
378,80.6
379,80.4
380,80.1
381,79.7
382,78.6
383,76.8
384,73.7
385,69.4
386,64
387,58.6
388,53.2
389,47.8
390,42.4
391,37
392,33
393,30.9
394,30.9
395,33.5
396,38
397,42.5
398,47
399,51
400,53.5
401,55.1
402,56.4
403,57.3
404,58.1
405,58.8
406,59.4
407,59.8
408,59.7
409,59.4
410,59.2
411,59.2
412,59.5
413,60
414,60.5
415,61
416,61.2
417,61.3
418,61.4
419,61.7
420,62.3
421,63
422,63.6
423,63.9
424,63.8
425,63.6
426,63.3
427,62.8
428,61.9
429,60.5
430,58.6
431,56.5
432,54.6
433,53.8
434,54.5
435,56.1
436,57.9
437,59.6
438,61.2
439,62.3
440,63.1
441,63.6
442,63.5
443,62.7
444,60.9
445,58.7
446,56.4
447,54.5
448,53.3
449,53
450,53.5
451,54.6
452,56.1
453,57.6
454,58.9
455,59.8
456,60.3
457,60.7
458,61.3
459,62.3
460,64.1
461,66.2
462,68.1
463,69.7
464,70.4
465,70.7
466,70.7
467,70.7
468,70.7
469,70.6
470,70.5
471,70.3
472,70.2
473,70.1
474,69.8
475,69.5
476,69.1
477,69.1
478,69.5
479,70.3
480,71.2
481,72
482,72.6
483,72.8
484,72.7
485,72
486,70.3
487,67.7
488,64.4
489,61
490,57.6
491,54
492,49.7
493,44.4
494,38.2
495,31.2
496,24
497,16.8
498,10.4
499,5.7
500,2.8
501,1.6
502,0.3
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,2.3
534,7.2
535,14.6
536,23.5
537,33
538,42.7
539,51.8
540,59.4
541,65.3
542,69.6
543,72.3
544,73.9
545,75
546,75.7
547,76.5
548,77.3
549,78.2
550,78.9
551,79.4
552,79.6
553,79.3
554,78.8
555,78.1
556,77.5
557,77.2
558,77.2
559,77.5
560,77.9
561,78.5
562,79.1
563,79.6
564,80
565,80.2
566,80.3
567,80.1
568,79.8
569,79.5
570,79.1
571,78.8
572,78.6
573,78.4
574,78.3
575,78
576,76.7
577,73.7
578,69.5
579,64.8
580,60.3
581,56.2
582,52.5
583,49
584,45.2
585,40.8
586,35.4
587,29.4
588,23.4
589,17.7
590,12.6
591,8
592,4.1
593,1.3
594,0
595,0
596,0
597,0
598,0
599,0
600,0
